customer_id,full_name,email,phone,date_of_birth,kyc_status,account_status,risk_score,account_age_days,country,city,state,pin_code,income_band,device_fingerprint,registered_devices,preferred_payment,typical_transaction_amount,typical_merchant_categories,is_politically_exposed,account_open_date,last_login_date,failed_login_count,is_synthetic_fraud_customer,fraud_type
CUST_9CE4D96A,Vedika Khatri,martin24@example.net,+918925621610,1978-12-19,VERIFIED,ACTIVE,0.0032876879148990706,1881,IN,Delhi,Delhi,286209,LOW,a0c18a4c-99ba-43,dc166027-19f,NETBANKING,955.23,EDUCATION|ONLINE_GAMING|FUEL,False,2021-03-24,2026-05-06,1,False,
CUST_B3CEE207,Andrea Hart,madelineacosta@example.net,+918780475472,1972-09-10,VERIFIED,ACTIVE,0.09822351491300607,584,IN,Bangalore,Karnataka,316773,LOW,f4416aa1-1b17-40,9829f7b7-68c,DEBIT_CARD,1570.67,ENTERTAINMENT|LUXURY_GOODS|GROCERY,False,2024-10-11,2026-05-12,2,False,
CUST_22E57D4F,Umang Bains,medinawilliam@example.com,+919061197085,1985-11-28,PENDING,UNDER_REVIEW,0.1672348131770991,971,IN,Mumbai,Maharashtra,494763,MEDIUM,959117da-00e6-4c,2bd0a828-ae6|a096a8b9-7ca,DEBIT_CARD,622.72,FASHION|JEWELRY|ELECTRONICS,False,2023-09-20,2026-05-10,1,False,
CUST_3D3AD632,Aayush Gopal,raoromil@example.com,+917281944343,1952-10-04,VERIFIED,ACTIVE,0.0,1387,IN,Surat,Gujarat,605139,MEDIUM,e255f90e-8d5a-4c,0e6b0d54-7bd|1513fb59-90b|22ab10e8-649,UPI,606.54,HEALTHCARE|JEWELRY|TELECOM,False,2022-07-31,2026-04-27,5,True,CARD_NOT_PRESENT
CUST_A3E74305,Christopher Jackson,john04@example.org,+919864126433,1987-01-03,VERIFIED,ACTIVE,0.05689493110687597,535,IN,Jaipur,Rajasthan,523727,ULTRA_HIGH,aeed0adc-c643-47,87b2b600-726,BNPL,102296.44,HEALTHCARE|TELECOM|FUEL,False,2024-11-29,2026-05-02,2,False,
CUST_C048B30C,Devansh Bera,haley12@example.org,+918504067741,1958-11-08,VERIFIED,ACTIVE,0.0,1343,IN,Mumbai,Maharashtra,699829,LOW,fe9b3ea4-d361-4e,01620720-0b8,CREDIT_CARD,838.97,HEALTHCARE|EDUCATION|FASHION,False,2022-09-13,2026-04-25,0,False,
CUST_4DC31A18,Gary Osborne,fmontes@example.net,+917261792922,2005-12-30,PENDING,ACTIVE,0.22684281855014304,1857,IN,Jammu,J&K,947609,MEDIUM,5a63f583-74b5-4d,2800d8aa-d6c,WALLET,2964.81,ONLINE_GAMING|HEALTHCARE|TELECOM,False,2021-04-17,2026-04-27,2,False,
CUST_A853DE95,Kimaya Uppal,efloyd@example.org,+917119093377,1982-08-15,VERIFIED,ACTIVE,0.02785476127892596,456,IN,Bangalore,Karnataka,586288,MEDIUM,293fff85-ae5c-40,bd79b293-e72|c115c741-2c6,UPI,11927.31,TELECOM|GROCERY|ENTERTAINMENT,False,2025-02-16,2026-05-08,2,False,
CUST_C057A112,Michael Skinner,edwinkismat@example.net,+919740268586,1998-03-25,PENDING,SUSPENDED,0.22173262841854802,968,IN,Bangalore,Karnataka,529068,MEDIUM,99818800-8225-4a,952ed1d5-567,WALLET,6034.2,FASHION|FUEL|ONLINE_GAMING,False,2023-09-23,2026-05-09,2,True,AML_STRUCTURING
CUST_C88CD90D,Rebecca Navarro,anikabajwa@example.net,+916899290419,1971-01-08,VERIFIED,ACTIVE,0.025402060049620846,999,IN,Bangalore,Karnataka,276795,ULTRA_HIGH,9facd91b-2275-4a,19f2c82a-d60|8c89902c-61d,WALLET,38426.66,ONLINE_GAMING|MONEY_TRANSFER|UTILITY,False,2023-08-23,2026-05-04,0,False,
CUST_9A5777D6,Kelly Coleman,michaeljohnston@example.com,+918292578829,2005-11-26,VERIFIED,ACTIVE,0.0,1259,IN,Chennai,Tamil Nadu,437864,MEDIUM,5dabe446-7438-4e,e0680901-269,WALLET,7422.3,CRYPTO_EXCHANGE|GROCERY|HEALTHCARE,False,2022-12-06,2026-05-18,0,False,
CUST_E8AA8C76,Ritvik Sarkar,jameshall@example.net,+916717346250,1975-01-13,VERIFIED,ACTIVE,0.00602398405981862,464,IN,Ahmedabad,Gujarat,147939,MEDIUM,78ef7f21-27db-49,d0632ef9-328|0913b360-f4a,DEBIT_CARD,6061.48,TRAVEL|MONEY_TRANSFER|EDUCATION,False,2025-02-08,2026-04-30,2,False,
CUST_4BEF7F7C,Ruben Pierce DDS,justinsummers@example.net,+919221721910,1995-03-18,VERIFIED,ACTIVE,0.10598285708824001,692,IN,Amritsar,Punjab,522986,MEDIUM,847c63f5-105b-48,6afd8ea6-957|398b8ef6-cac,UPI,14944.01,MONEY_TRANSFER|ELECTRONICS|EDUCATION,False,2024-06-25,2026-05-03,0,False,
CUST_9D728A9C,Taimur Chaudhary,aggarwaldivit@example.com,+919764728389,1953-07-12,VERIFIED,ACTIVE,0.0,1504,IN,Pune,Maharashtra,908713,MEDIUM,183c0009-32dd-46,7de93290-800|75796f3e-4bd|ab80e249-b44|42bf9cc7-0b7,WALLET,10811.1,RESTAURANT|TRAVEL|GROCERY,False,2022-04-05,2026-04-23,10,True,ACCOUNT_TAKEOVER
CUST_0D213F76,Shanaya Ganesh,yponce@example.com,+918037516736,1997-08-11,PENDING,ACTIVE,0.27099745887466425,1339,IN,Hyderabad,Telangana,109756,LOW,0d488259-b86f-47,9de8f228-6c4|690c5783-451,DEBIT_CARD,916.41,ENTERTAINMENT|HEALTHCARE|RESTAURANT,False,2022-09-17,2026-05-15,2,False,
CUST_DC227C6C,Cheryl Price MD,zaingala@example.net,+917214216328,1976-03-04,VERIFIED,ACTIVE,0.07312168095791267,553,IN,Amritsar,Punjab,211425,MEDIUM,8ed8832e-4851-4e,e560e063-13d,NETBANKING,13530.02,CRYPTO_EXCHANGE|TRAVEL|ELECTRONICS,False,2024-11-11,2026-05-02,1,False,
CUST_980C4F31,Michele Brown,dlanka@example.net,+918955813290,1971-10-23,VERIFIED,SUSPENDED,0.0,1993,IN,Amritsar,Punjab,804258,MEDIUM,e404225f-e07b-4b,141f10f7-8e3,UPI,1071.38,ELECTRONICS|ENTERTAINMENT|TRAVEL,False,2020-12-02,2026-05-03,2,False,
CUST_A4005CB8,Margaret Davis,shannonsmith@example.net,+918767405445,1997-02-04,PENDING,ACTIVE,0.20323776855672657,306,IN,Jammu,J&K,410401,HIGH,52f35bb5-b22a-45,98fafc07-55a|783d319a-31b,DEBIT_CARD,72910.47,FASHION|GROCERY|RESTAURANT,False,2025-07-16,2026-04-20,0,False,
CUST_524242B5,Nakul Dube,nkeer@example.com,+919659306670,1960-09-13,VERIFIED,ACTIVE,0.0,1746,IN,Delhi,Delhi,558976,HIGH,c3d75ef4-085f-49,ae06d774-970,WALLET,74376.94,LUXURY_GOODS|FASHION|EDUCATION,False,2021-08-06,2026-05-15,1,True,ACCOUNT_TAKEOVER
CUST_C04C6144,Nehmat Rajan,nitya60@example.com,+918963108379,1954-04-16,VERIFIED,SUSPENDED,0.014355806816082117,1670,IN,Kochi,Kerala,938754,LOW,2ac0a895-53c3-4d,55a8f6a3-e9d|1e5fb847-c59,NETBANKING,940.25,ONLINE_GAMING|RESTAURANT|FUEL,False,2021-10-21,2026-04-22,2,False,
CUST_102EDE19,Matthew Lopez,johnbutler@example.com,+916778508164,1986-03-30,PENDING,ACTIVE,0.26252626178679694,1931,IN,Delhi,Delhi,817712,LOW,30e3c3fb-6094-49,4e920b63-63d|0551515f-373,BNPL,991.22,JEWELRY|MONEY_TRANSFER|FASHION,False,2021-02-02,2026-04-30,0,False,
CUST_EC219996,Urvi Butala,nicoleross@example.com,+918876959590,2003-04-16,VERIFIED,SUSPENDED,0.0,903,IN,Bhopal,MP,644315,LOW,a5f318bb-a6d2-4a,729bde6c-2a0,WALLET,1423.91,ELECTRONICS|CRYPTO_EXCHANGE|HEALTHCARE,False,2023-11-27,2026-04-27,2,False,
CUST_2C744457,Angela Williams,wbhavsar@example.com,+916050014313,1988-10-24,VERIFIED,ACTIVE,0.053655339750107826,987,IN,Ahmedabad,Gujarat,993251,MEDIUM,2ece4be4-71ab-4e,8c8520ee-b4c,NETBANKING,12665.98,ONLINE_GAMING|RESTAURANT|UTILITY,False,2023-09-04,2026-05-01,1,False,
CUST_EDB9DCB1,Kismat Mallick,charles40@example.net,+916338574832,1989-09-20,VERIFIED,ACTIVE,0.13104548674692756,494,IN,Lucknow,UP,940183,LOW,5e1d7195-991f-4c,94e88f5d-f3e|3a7b834f-ce2,WALLET,1123.47,FASHION|RESTAURANT|ENTERTAINMENT,False,2025-01-09,2026-05-06,7,True,AML_STRUCTURING
CUST_4F14A574,Yuvaan Srivastava,rmacias@example.net,+918392859462,1963-09-23,VERIFIED,ACTIVE,0.04066308416182761,648,IN,Nagpur,Maharashtra,749137,MEDIUM,6b5f7647-7dac-4b,61121237-1af,BNPL,1988.33,TRAVEL|FASHION|LUXURY_GOODS,False,2024-08-08,2026-05-05,2,False,
CUST_13DA1292,Toni Morris,mahika42@example.com,+917425811567,1984-07-04,VERIFIED,ACTIVE,0.0,1341,IN,Pune,Maharashtra,749863,ULTRA_HIGH,fa1883f6-3afe-47,a9742293-f76|6122b86c-c5d,WALLET,36594.85,TELECOM|EDUCATION|HEALTHCARE,False,2022-09-15,2026-05-11,1,False,
CUST_0423CFF7,Erica Brooks,leonheather@example.org,+918352313121,1951-11-25,VERIFIED,ACTIVE,0.24546209383345863,234,IN,Nagpur,Maharashtra,272129,MEDIUM,ec277c65-5854-4b,7dce3b3c-267|b8ba28b5-633,NETBANKING,5649.52,JEWELRY|ENTERTAINMENT|EDUCATION,True,2025-09-26,2026-04-28,2,False,
CUST_50392179,Shawn Daniels,oevans@example.com,+919541433082,1978-03-18,VERIFIED,ACTIVE,0.03538142844653046,220,IN,Bhopal,MP,851606,LOW,ecaba3a5-ca9c-4a,74cc1f68-300|f67e9353-720,DEBIT_CARD,1711.78,ELECTRONICS|UTILITY|CRYPTO_EXCHANGE,False,2025-10-10,2026-05-12,0,False,
CUST_75F31627,Matthew Henderson,nmcguire@example.com,+918277897510,1994-05-26,PENDING,ACTIVE,0.1497024528778821,1582,IN,Hyderabad,Telangana,713543,MEDIUM,4e370920-8eb2-45,e9e8d28a-b68,NETBANKING,7810.86,ONLINE_GAMING|EDUCATION|TRAVEL,False,2022-01-17,2026-04-18,2,True,AML_STRUCTURING
CUST_BF7F033C,Renee Halder,kathryn39@example.org,+918615607979,2003-05-17,VERIFIED,SUSPENDED,0.0,213,IN,Chennai,Tamil Nadu,899407,MEDIUM,2b2291eb-9200-4d,8f12b706-d53|8ae883ef-12b,CREDIT_CARD,7809.6,LUXURY_GOODS|CRYPTO_EXCHANGE|ONLINE_GAMING,False,2025-10-17,2026-05-06,1,False,
CUST_9406CDF3,Manuel Sanchez,samarthkorpal@example.com,+919057477077,1983-06-19,VERIFIED,ACTIVE,0.0,1649,IN,Nagpur,Maharashtra,319899,MEDIUM,27f5da02-1702-40,5ebe21c7-707|29465033-146,WALLET,11352.19,TRAVEL|HEALTHCARE|ONLINE_GAMING,False,2021-11-11,2026-05-09,2,False,
CUST_295A910D,Victoria Day,ubeck@example.net,+919267503871,1966-01-07,VERIFIED,ACTIVE,0.0,1455,IN,Chennai,Tamil Nadu,603704,ULTRA_HIGH,7bc68e47-dcc6-44,b2dee9f6-4bc,WALLET,350212.87,ENTERTAINMENT|HEALTHCARE|EDUCATION,False,2022-05-24,2026-05-08,2,False,
CUST_5984AA28,Advik Som,erogers@example.com,+918878719791,1966-03-26,PENDING,ACTIVE,0.19065804879126308,1798,IN,Surat,Gujarat,400538,HIGH,4898314b-36a8-46,0aaee5fa-ddc,BNPL,4476.67,LUXURY_GOODS|FUEL|ENTERTAINMENT,False,2021-06-15,2026-05-14,0,False,
CUST_AD1CB405,Tejas Master,qcardenas@example.org,+919188638426,1972-10-25,PENDING,ACTIVE,0.33723936105415253,418,IN,Surat,Gujarat,507777,LOW,fb472d9e-6343-48,59b87a60-d57|dc96b292-ce1,CREDIT_CARD,249.84,TRAVEL|EDUCATION|HEALTHCARE,False,2025-03-26,2026-04-21,0,True,VELOCITY_ABUSE
CUST_53B024EE,Stacey Mills,riyavenkatesh@example.com,+919194038184,1960-02-24,VERIFIED,ACTIVE,0.0,794,IN,Chandigarh,Punjab,564586,HIGH,6b873469-4fbd-41,20c3e6a0-a8c,CREDIT_CARD,96651.65,EDUCATION|UTILITY|TRAVEL,False,2024-03-15,2026-05-17,2,False,
CUST_A679DFA4,Steven Cooper,horapihu@example.org,+916746444391,1987-06-20,VERIFIED,ACTIVE,0.0,1590,IN,Pune,Maharashtra,225151,LOW,8aa788fa-79b2-41,33c5d109-468,NETBANKING,1967.73,RESTAURANT|CRYPTO_EXCHANGE|JEWELRY,False,2022-01-09,2026-05-16,2,False,
CUST_BFB93B22,Ahana  Sarna,chahalkrish@example.net,+916171543543,1977-07-02,VERIFIED,ACTIVE,0.2428811123904744,267,IN,Jaipur,Rajasthan,755744,HIGH,e4e806d0-6c35-43,beaa001c-bcc,WALLET,47700.47,TRAVEL|MONEY_TRANSFER|UTILITY,True,2025-08-24,2026-04-19,2,False,
CUST_DD5BCB29,Nitya Varkey,michaelanderson@example.org,+917786411073,2007-04-26,PENDING,ACTIVE,0.21450145722087793,150,IN,Kochi,Kerala,523013,MEDIUM,be7124b7-d7c9-4f,1fdcda44-26f,UPI,3166.1,EDUCATION|ELECTRONICS|FASHION,False,2025-12-19,2026-05-16,2,False,
CUST_D590518B,Crystal Hernandez,stephanietran@example.net,+918873068834,1989-07-14,VERIFIED,ACTIVE,0.05434520038331335,679,IN,Lucknow,UP,751303,LOW,0d4e7142-9a44-43,acdeaaea-7d1,CREDIT_CARD,1084.47,RESTAURANT|HEALTHCARE|ONLINE_GAMING,False,2024-07-08,2026-05-01,6,True,ACCOUNT_TAKEOVER
CUST_148652A6,Adah Kadakia,jessica73@example.net,+918208940597,1996-04-02,VERIFIED,ACTIVE,0.07156063289819478,791,IN,Hyderabad,Telangana,567200,MEDIUM,c62641c9-1705-4a,14a14773-0bc|40bf1778-230,NETBANKING,7994.58,RESTAURANT|JEWELRY|HEALTHCARE,False,2024-03-18,2026-04-24,0,False,
CUST_6916927D,Jason Bishop,jefferyturner@example.net,+918692657073,1961-03-15,VERIFIED,ACTIVE,0.008641926212351894,1053,IN,Lucknow,UP,818699,LOW,5ad8dde7-724f-4a,40244b00-ab6,NETBANKING,1557.97,ELECTRONICS|TELECOM|LUXURY_GOODS,False,2023-06-30,2026-05-01,2,False,
CUST_2FCBA85B,Matthew Stephenson,shayakram@example.com,+916162720486,1989-08-03,PENDING,ACTIVE,0.1743932690338312,1325,IN,Bhopal,MP,156904,LOW,b7cc16cd-e4e0-4f,ec3ff4ee-689|fb3aca89-719,CREDIT_CARD,96.32,LUXURY_GOODS|TELECOM|RESTAURANT,False,2022-10-01,2026-04-26,2,False,
CUST_D5D401E9,Tiya Apte,madhavlal@example.org,+918891796055,1975-06-24,VERIFIED,ACTIVE,0.07975704219245017,1866,IN,Ahmedabad,Gujarat,166309,MEDIUM,9b3feb23-b961-40,ee7b0665-0de|b1a314c0-a63,BNPL,6778.86,RESTAURANT|EDUCATION|ENTERTAINMENT,False,2021-04-08,2026-05-18,0,False,
CUST_06E3EFB1,Riaan Dash,vbradshaw@example.com,+917696998516,1980-02-26,VERIFIED,ACTIVE,0.052957473741361547,1901,IN,Kochi,Kerala,132316,LOW,beeb20f3-9b20-43,3ebd00d1-92b|fc8e96d0-286|ec268501-207|ff2a33f6-5ee,NETBANKING,1232.8,ONLINE_GAMING|LUXURY_GOODS|ELECTRONICS,False,2021-03-04,2026-05-09,2,True,AML_STRUCTURING
CUST_5A669682,Uthkarsh Choudhury,hayeramani@example.com,+916047889782,1976-12-24,PENDING,ACTIVE,0.17587645726085258,1632,IN,Chandigarh,Punjab,105274,MEDIUM,e0bd9c34-2b6d-45,5bb563c5-5f5|412a27ad-1df,WALLET,2589.1,UTILITY|LUXURY_GOODS|FASHION,False,2021-11-28,2026-04-27,0,False,
CUST_E66F58E6,Paul Hawkins,evabera@example.com,+916691293717,1968-10-14,VERIFIED,ACTIVE,0.0,431,IN,Surat,Gujarat,746850,HIGH,330298bc-3d59-40,1640ac86-7c0,DEBIT_CARD,42440.14,CRYPTO_EXCHANGE|RESTAURANT|FUEL,False,2025-03-13,2026-04-28,2,False,
CUST_792A262B,Thomas Townsend,laurascott@example.org,+918884866198,1953-05-21,PENDING,ACTIVE,0.26558210545643,1744,IN,Delhi,Delhi,610856,ULTRA_HIGH,9db294bb-e7f2-42,504659c5-2c3|4d63a7f2-0bf,DEBIT_CARD,325890.51,EDUCATION|FUEL|HEALTHCARE,False,2021-08-08,2026-05-16,2,False,
CUST_BC2993A1,Anthony Walker,david56@example.net,+918978379982,2001-02-27,VERIFIED,ACTIVE,0.09652562321023493,205,IN,Ahmedabad,Gujarat,693024,LOW,6c9f6379-bd07-48,0349295f-c1a|635dca18-322,WALLET,997.43,EDUCATION|UTILITY|ONLINE_GAMING,False,2025-10-25,2026-05-08,1,False,
CUST_61968F7A,Bhamini Loke,alisha55@example.com,+918918774631,1964-12-03,VERIFIED,ACTIVE,0.3401250341547005,10,IN,Kolkata,West Bengal,476167,HIGH,7d26ba9d-35ff-4a,0fd88207-372|1fdd409d-db9,DEBIT_CARD,64802.18,TELECOM|LUXURY_GOODS|RESTAURANT,False,2026-05-08,2026-05-14,2,True,CARD_NOT_PRESENT
CUST_97403637,Brittany Stevens,ritvikdara@example.net,+919124268175,2005-12-01,VERIFIED,ACTIVE,0.0,1724,IN,Bangalore,Karnataka,119535,HIGH,49c6250d-df80-41,1dd394a2-3b6,WALLET,21250.33,GROCERY|ENTERTAINMENT|TRAVEL,False,2021-08-28,2026-04-25,2,False,
CUST_E0117B79,Tamara Singh,rjohnson@example.com,+918808514071,1966-08-19,VERIFIED,ACTIVE,0.0,1576,IN,Chandigarh,Punjab,909652,HIGH,5f15ed23-1d51-43,56b406d0-89e|cba0ab36-5f5,WALLET,55259.99,TRAVEL|FUEL|MONEY_TRANSFER,False,2022-01-23,2026-05-01,2,False,
CUST_C006318B,Janice Knight,ngarg@example.net,+919252175315,1999-01-16,VERIFIED,ACTIVE,0.026542502386510125,186,IN,Amritsar,Punjab,567896,MEDIUM,5c50670d-9ea8-49,06516a41-eb9,CREDIT_CARD,12795.74,ONLINE_GAMING|TRAVEL|FASHION,False,2025-11-13,2026-04-23,2,False,
CUST_1A51150D,Aaron Clements,dcrawford@example.org,+917135405173,1954-11-30,VERIFIED,ACTIVE,0.032809188229361734,1508,IN,Chennai,Tamil Nadu,929906,HIGH,842b1d0f-d728-41,18703755-fd6,DEBIT_CARD,76624.29,UTILITY|MONEY_TRANSFER|FASHION,False,2022-04-01,2026-05-11,0,False,
CUST_4137B205,Albert Craig,carlosknox@example.com,+917617740533,1969-11-16,VERIFIED,ACTIVE,0.00904395709741669,1329,IN,Delhi,Delhi,483041,MEDIUM,0d02f5b4-7b60-43,1b080b58-731|b7f7d41f-73a,WALLET,12529.88,FUEL|LUXURY_GOODS|JEWELRY,False,2022-09-27,2026-04-22,6,True,CARD_NOT_PRESENT
CUST_2FE64817,Carlos Wallace,shaancherian@example.com,+918155373421,2006-02-11,VERIFIED,SUSPENDED,0.0,1058,IN,Ahmedabad,Gujarat,639535,HIGH,5b1881b5-a82f-45,2d632b39-12d,BNPL,79680.43,LUXURY_GOODS|ELECTRONICS|FUEL,False,2023-06-25,2026-04-20,0,False,
CUST_A3B7DD04,Mrs. Heather Murphy,abramghose@example.org,+918068098256,1959-06-04,VERIFIED,ACTIVE,0.013328793888394141,742,IN,Kolkata,West Bengal,602290,HIGH,0e9b60f5-4de0-48,039dbb33-4ed,CREDIT_CARD,42632.14,ONLINE_GAMING|HEALTHCARE|ENTERTAINMENT,False,2024-05-06,2026-05-08,1,False,
CUST_6F103B05,Indrans Maharaj,brandonrobinson@example.com,+916240140248,2004-08-11,VERIFIED,ACTIVE,0.053273475169381516,500,IN,Mumbai,Maharashtra,525151,MEDIUM,df9bb841-5708-45,169bae5b-f0d,WALLET,9628.34,GROCERY|FASHION|EDUCATION,False,2025-01-03,2026-05-17,2,False,
CUST_B565E83E,Mannat Sridhar,kholland@example.net,+919566384410,1959-07-20,VERIFIED,ACTIVE,0.0,1940,IN,Surat,Gujarat,249644,MEDIUM,93596451-98c6-4c,5695ccac-f4f,WALLET,13075.88,ONLINE_GAMING|TRAVEL|HEALTHCARE,False,2021-01-24,2026-05-13,2,False,
CUST_CF3BBC78,Yakshit Bumb,ochoaelizabeth@example.net,+916567851370,2006-05-20,VERIFIED,ACTIVE,0.029222362894107574,344,IN,Jaipur,Rajasthan,628859,MEDIUM,a2c97f2a-1f16-49,95d33633-e70|ee4fb28e-34f|48960a1c-a82|5934883c-9fa,BNPL,9063.64,ENTERTAINMENT|TELECOM|FUEL,False,2025-06-08,2026-05-11,9,True,AML_STRUCTURING
CUST_5EAC5563,Dhanuk Dara,nakulkapoor@example.com,+916400247855,1969-08-04,VERIFIED,ACTIVE,0.09466813922340775,364,IN,Hyderabad,Telangana,236659,MEDIUM,73e825b3-8e9d-44,44d2f3d3-eb4,WALLET,11866.09,GROCERY|FASHION|UTILITY,False,2025-05-19,2026-05-02,2,False,
CUST_74FBD4E7,Alexander Spencer,nicholas24@example.net,+919391115405,1952-04-29,VERIFIED,ACTIVE,0.0,1070,IN,Bhopal,MP,898531,HIGH,6c8c987a-2730-4d,c17384fd-595|19727e99-7fb,BNPL,44037.71,ELECTRONICS|CRYPTO_EXCHANGE|FUEL,False,2023-06-13,2026-04-18,1,False,
CUST_B66FFE4D,Onkar Iyer,stuartchristine@example.com,+916811839103,1980-01-30,VERIFIED,ACTIVE,0.07292575288705942,1569,IN,Jammu,J&K,879769,HIGH,f1ec4361-0e94-4c,a61ae0cf-40c|078541f3-5fb,UPI,87923.1,ELECTRONICS|LUXURY_GOODS|GROCERY,False,2022-01-30,2026-05-05,1,False,
CUST_25393338,Becky Williams,melaniethompson@example.org,+917122287361,1996-08-18,PENDING,SUSPENDED,0.15769239528662304,1409,IN,Pune,Maharashtra,388946,MEDIUM,bfe4230c-2372-4d,c8a31a19-c6f|204a875d-665,BNPL,6678.04,UTILITY|TELECOM|ELECTRONICS,False,2022-07-09,2026-04-30,1,False,
CUST_50640B69,Vivaan Thakkar,oreilly@example.com,+919672192390,1963-06-17,VERIFIED,SUSPENDED,0.022040693443334064,367,IN,Jammu,J&K,224870,MEDIUM,5c9c2b6c-25cf-4c,682bc594-653|7ec0504d-7d4,BNPL,4946.47,MONEY_TRANSFER|TELECOM|UTILITY,False,2025-05-16,2026-05-07,2,True,AML_STRUCTURING
CUST_A1B3B2B1,Neelofar Shah,richard01@example.com,+916690364509,1959-03-23,VERIFIED,ACTIVE,0.0,440,IN,Hyderabad,Telangana,963245,HIGH,8fcd6802-572f-44,cd34b9a5-ed6,CREDIT_CARD,62174.49,TELECOM|FASHION|TRAVEL,False,2025-03-04,2026-04-27,1,False,
CUST_1E75330E,Dhanuk Bahri,edwinjivika@example.com,+918636962116,1979-06-21,VERIFIED,ACTIVE,0.0,132,IN,Bangalore,Karnataka,400384,MEDIUM,517643df-a04b-47,b5197805-aab|dd486bbe-640,BNPL,11005.17,RESTAURANT|UTILITY|ENTERTAINMENT,False,2026-01-06,2026-04-19,0,False,
CUST_9C16D2B2,Arnav Goel,hailey24@example.com,+919367080161,1989-02-04,VERIFIED,ACTIVE,0.0,900,IN,Jammu,J&K,277715,HIGH,24aa3fa6-dcd9-44,6143b3d0-5c9,BNPL,52779.02,RESTAURANT|ONLINE_GAMING|ELECTRONICS,False,2023-11-30,2026-05-12,2,False,
CUST_686DF370,Nehmat Dewan,sarmaoorja@example.org,+918517195150,1958-06-24,VERIFIED,ACTIVE,0.0,1999,IN,Mumbai,Maharashtra,116112,ULTRA_HIGH,7329bb6a-b7e7-4c,c51fafd2-a4d|eb9a3c7e-789,BNPL,183032.56,FUEL|FASHION|RESTAURANT,False,2020-11-26,2026-05-06,2,False,
CUST_29E4403D,Michael Keller,kmand@example.net,+917953175066,1955-01-04,PENDING,SUSPENDED,0.16533174474076284,1488,IN,Surat,Gujarat,526911,HIGH,6ce3647f-fe7d-47,4e0ec437-b7f|8ab2ceb1-031,WALLET,96402.19,ELECTRONICS|LUXURY_GOODS|RESTAURANT,False,2022-04-21,2026-05-10,8,True,SYNTHETIC_IDENTITY
CUST_AABCEC2B,Stuvan Taneja,hudsonmatthew@example.net,+918981531341,1980-01-01,PENDING,ACTIVE,0.18236122756614004,697,IN,Surat,Gujarat,495397,HIGH,c3ef094b-dffd-4e,4de7195f-92d|0be40b28-ff4,WALLET,87859.08,TELECOM|UTILITY|ELECTRONICS,False,2024-06-20,2026-04-22,1,False,
CUST_84AFA033,Navya Warrior,mehultella@example.net,+918721556673,1976-03-25,VERIFIED,ACTIVE,0.014378777070873395,1396,IN,Nagpur,Maharashtra,939030,MEDIUM,5b95fa7b-2bc2-45,e96ec0ac-3c4|1b253e0c-362,DEBIT_CARD,2185.89,ENTERTAINMENT|ONLINE_GAMING|LUXURY_GOODS,False,2022-07-22,2026-05-16,2,False,
CUST_F47A9AE7,Amber Bailey,klalla@example.com,+916326541305,1968-08-31,PENDING,ACTIVE,0.3263724754177954,1436,IN,Mumbai,Maharashtra,287155,LOW,5658a4ef-0b1c-4c,bac7d745-415|46e34c1d-f8e,NETBANKING,1363.71,HEALTHCARE|ONLINE_GAMING|ELECTRONICS,False,2022-06-12,2026-04-22,2,False,
CUST_6E74D4B4,Vaibhav Deshpande,zoya38@example.com,+919158643786,2006-02-26,PENDING,ACTIVE,0.19651320891321117,375,IN,Jaipur,Rajasthan,975498,MEDIUM,280db39e-c6a7-46,78b3be4c-3db,CREDIT_CARD,7735.49,EDUCATION|FUEL|UTILITY,False,2025-05-08,2026-05-12,0,False,
CUST_9D8DD537,Shalv Suresh,dhruvsamra@example.com,+919642177784,1992-03-09,VERIFIED,ACTIVE,0.03590992703317047,1885,IN,Hyderabad,Telangana,750817,ULTRA_HIGH,7e6e487a-213b-4c,559f43c9-da7,DEBIT_CARD,13245.6,TELECOM|FASHION|TRAVEL,False,2021-03-20,2026-04-21,4,True,VELOCITY_ABUSE
CUST_0BADCC03,Nicholas Hobbs,shernandez@example.org,+916232564616,1981-08-24,FAILED,ACTIVE,0.3950538666615798,375,IN,Jammu,J&K,134144,HIGH,30bc4868-f334-42,610df52d-53f,WALLET,23765.09,EDUCATION|CRYPTO_EXCHANGE|ENTERTAINMENT,False,2025-05-08,2026-04-30,2,False,
CUST_ED663EB6,Lauren Brown,aclark@example.org,+917629630857,1951-10-11,FAILED,ACTIVE,0.5549967915264312,937,IN,Kolkata,West Bengal,441244,MEDIUM,ac4e4727-d963-4b,1f9da764-8cc,DEBIT_CARD,10493.55,LUXURY_GOODS|FUEL|TELECOM,False,2023-10-24,2026-05-18,1,False,
CUST_ABD677E0,Misha Krishna,joel73@example.com,+919009537802,1965-02-10,VERIFIED,ACTIVE,0.0,552,IN,Ahmedabad,Gujarat,572623,MEDIUM,699f1432-d52a-42,06ec1cd7-29b|130058f0-15b,CREDIT_CARD,7732.17,JEWELRY|TRAVEL|HEALTHCARE,False,2024-11-12,2026-05-12,0,False,
CUST_1109B99C,Aradhya Apte,cynthiaharrell@example.org,+918031463806,2003-10-02,VERIFIED,ACTIVE,0.08792965180479762,1477,IN,Hyderabad,Telangana,285186,LOW,872b8c8f-5e8d-47,fb294eed-53f,NETBANKING,792.72,TELECOM|FUEL|ENTERTAINMENT,False,2022-05-02,2026-05-14,2,False,
